time,INTuv,INTblue
51.4291,0.913823,0
51.9294,0.913796,0
52.429,0.913888,0
52.9294,0.91383,0
53.4298,0.913827,0
53.9302,0.914001,0
54.4291,0.914232,0
54.9293,0.913654,0
55.4291,0.913716,0
55.9294,0.91381,0
56.4291,0.913864,0
56.9293,0.913633,0
57.429,0.913264,0
57.9294,0.913494,0
58.429,0.913249,0
58.9393,0.913075,0
59.429,0.913088,0
59.9294,0.912867,0
60.4291,0.913005,0
60.9294,0.913091,0
61.4292,0.913076,0
61.9294,0.913247,0
62.4291,0.91325,0
62.9293,0.913304,0
63.429,0.913315,0
63.9293,0.913077,0
64.429,0.912846,0
64.9294,0.913264,0
65.4391,0.912978,0
65.93,0.91291,0
66.4403,0.913063,0
66.9294,0.913369,0
67.4291,0.912845,0
67.9294,0.912901,0
68.4291,0.912889,0
68.9294,0.912854,0
69.4291,0.912779,0
69.9294,0.912912,0
70.4291,0.912739,0
70.9293,0.912952,0
71.4291,0.912759,0
71.9394,0.912992,0
72.4391,0.912808,0
72.9294,0.91313,0
73.4291,0.913091,0
73.9294,0.912877,0
74.4291,0.912927,0
74.9294,0.912976,0
75.4291,0.91291,0
75.9294,0.912831,0
76.4292,0.912709,0
76.9293,0.913076,0
77.4291,0.913127,0
77.9294,0.912982,0
78.4291,0.913061,0
78.9301,0.913132,0
79.4398,0.912955,0
79.9294,0.913349,0
80.4291,0.912753,0
80.9294,0.913136,0
81.4291,0.913105,0
81.9294,0.912957,0
82.4291,0.91274,0
82.9294,0.913165,0
83.4291,0.912913,0
83.9294,0.913216,0
84.4291,0.91333,0
84.9394,0.913186,0
85.4291,0.913893,0
85.9402,0.913113,0
86.4291,0.913346,0
86.9294,0.913119,0
87.4291,0.9131,0
87.9294,0.913205,0
88.4291,0.913057,0
88.9294,0.912925,0
89.4291,0.912706,0
89.9294,0.912115,0
90.4291,0.912093,0
90.9294,0.912203,0
91.4391,0.912211,0
91.9302,0.912134,0
92.4299,0.911552,0
92.9294,0.911806,0
93.4291,0.912008,0
93.9294,0.911933,0
94.4291,0.912353,0
94.9294,0.912609,0
95.4291,0.912324,0
95.9294,0.912391,0
96.4291,0.912281,0
96.9294,0.912198,0
97.4291,0.912157,0
97.9294,0.912299,0
98.4291,0.912381,0
98.9401,0.912636,0
99.4291,0.912935,0
99.9294,0.912338,0
100.429,0.912349,0
100.929,0.912237,0
101.429,0.912504,0
101.929,0.912041,0
102.429,0.912242,0
102.929,0.912077,0
103.429,0.911631,0
103.929,0.911811,0
104.429,0.912108,0
104.929,0.911885,0
105.44,0.911965,0
105.929,0.91229,0
106.429,0.91202,0
106.929,0.911724,0
107.429,0.911663,0
107.929,0.91154,0
108.429,0.912031,0
108.929,0.91229,0
109.429,0.912019,0
109.929,0.912181,0
110.429,0.91207,0
110.929,0.912219,0
111.429,0.911848,0
111.94,0.911882,0
112.429,0.911382,0
112.929,0.911691,0
113.429,0.911997,0
113.929,0.911704,0
114.429,0.911754,0
114.929,0.911337,0
115.429,0.911613,0
115.929,0.911056,0
116.429,0.911061,0
116.929,0.911165,0
117.429,0.911236,0
117.939,0.910759,0
118.429,0.910958,0
118.929,0.910819,0
119.429,0.910933,0
119.929,0.910789,0
123.915,0,nan
124.474,0,nan
124.685,0,nan
125.185,0,nan
125.685,0,0.905495
126.185,0,0.905638
126.685,0,0.905505
127.185,0,0.906198
127.685,0,0.905847
128.196,0,0.90605
128.685,0,0.906483
129.185,0,0.906589
129.685,0,0.90639
130.185,0,0.907013
130.685,0,0.907886
131.186,0,0.90832
131.685,0,0.908866
132.185,0,0.909513
132.685,0,0.910981
133.185,0,0.913166
133.685,0,0.914614
134.185,0,0.914239
134.686,0,0.9148
135.185,0,0.915097
135.685,0,0.915733
136.185,0,0.916392
136.695,0,0.917357
137.185,0,0.91851
137.685,0,0.91942
138.185,0,0.920103
138.685,0,0.921419
139.185,0,0.922168
139.685,0,0.92327
140.185,0,0.924447
140.685,0,0.925399
141.186,0,0.92603
141.685,0,0.927062
142.185,0,0.927649
142.685,0,0.928624
143.185,0,0.929848
143.685,0,0.930123
144.185,0,0.931338
144.685,0,0.932327
145.185,0,0.933754
145.685,0,0.934519
146.185,0,0.934791
146.685,0,0.935646
147.185,0,0.936778
147.685,0,0.937601
148.185,0,0.93814
148.685,0,0.938933
149.185,0,0.93988
149.686,0,0.940542
150.185,0,0.941383
150.686,0,0.942053
151.185,0,0.942437
151.685,0,0.943017
152.186,0,0.943366
152.686,0,0.943547
153.185,0,0.944956
153.686,0,0.945755
154.189,0,0.946757
154.686,0,0.947549
155.185,0,0.948102
155.686,0,0.948512
156.185,0,0.94915
156.686,0,0.949778
157.19,0,0.950119
157.686,0,0.950521
158.186,0,0.950931
158.685,0,0.951423
159.185,0,0.951851
159.686,0,0.952599
160.206,0,0.953389
160.706,0,0.954035
161.186,0,0.95402
161.687,0,0.954633
162.192,0,0.955016
162.686,0,0.95566
163.186,0,0.955823
163.686,0,0.956192
164.185,0,0.957102
164.686,0,0.957769
165.186,0,0.95795
165.686,0,0.958383
166.185,0,0.958553
166.685,0,0.959191
167.189,0,0.959714
167.687,0,0.960253
168.185,0,0.960869
168.686,0,0.961322
169.185,0,0.961451
169.686,0,0.961728
170.19,0,0.962248
170.686,0,0.962673
171.186,0,0.96291
171.686,0,0.963323
172.186,0,0.963856
172.686,0,0.964396
173.196,0,0.964756
173.693,0,0.965416
174.206,0,0.965721
174.686,0,0.96598
175.186,0,0.9661
175.686,0,0.966596
176.186,0,0.967263
176.686,0,0.967638
177.186,0,0.967933
177.686,0,0.968477
178.186,0,0.969353
178.686,0,0.969014
179.186,0,0.969514
179.686,0,0.969778
180.196,0,0.970132
180.686,0,0.970644
181.186,0,0.971166
181.686,0,0.971993
182.185,0,0.972036
182.686,0,0.972323
183.185,0,0.973076
183.686,0,0.972776
184.185,0,0.973181
184.686,0,0.973717
185.185,0,0.973886
185.686,0,0.974511
186.185,0,0.974854
186.686,0,0.974976
187.185,0,0.975494
187.685,0,0.975628
188.185,0,0.976058
188.685,0,0.976308
189.185,0,0.976685
189.685,0,0.97699
190.185,0,0.977171
190.685,0,0.97759
191.185,0,0.97742
191.685,0,0.977556
192.185,0,0.9777
192.695,0,0.978532
193.186,0,0.978831
193.685,0,0.979536
194.185,0,0.979127
194.685,0,0.979999
195.185,0,0.980219
195.685,0,0.980166
196.185,0,0.980714
196.685,0,0.980974
197.185,0,0.981182
197.685,0,0.98072
198.185,0,0.981024
198.685,0,0.981855
199.195,0,0.982199
199.685,0,0.982142
200.186,0,0.982676
200.685,0,0.982701
201.186,0,0.983419
201.685,0,0.983637
202.188,0,0.983867
202.685,0,0.984265
203.188,0,0.983703
203.686,0,0.983937
204.185,0,0.984345
204.685,0,0.98492
205.185,0,0.984845
205.686,0,0.985377
206.185,0,0.985745
206.685,0,0.98594
207.185,0,0.985617
207.686,0,0.985795
208.185,0,0.986096
208.685,0,0.986452
209.185,0,0.986491
209.685,0,0.986802
210.185,0,0.987447
210.685,0,0.987595
211.185,0,0.987819
211.685,0,0.988404
212.195,0,0.988519
212.696,0,0.989006
213.196,0,0.989263
213.685,0,0.989197
214.185,0,0.989346
214.686,0,0.989435
215.185,0,0.990203
215.685,0,0.990325
216.185,0,0.990532
216.686,0,0.990962
217.185,0,0.991016
217.685,0,0.99111
218.185,0,0.991119
218.695,0,0.991176
219.185,0,0.991821
219.686,0,0.99205
220.185,0,0.992234
220.685,0,0.992462
221.185,0,0.992934
221.685,0,0.993646
222.185,0,0.99331
222.685,0,0.993647
223.185,0,0.994176
223.685,0,0.993938
224.185,0,0.994038
224.685,0,0.994944
225.185,0,0.994987
225.685,0,0.995378
226.196,0,0.995322
226.685,0,0.995434
227.185,0,0.996014
227.685,0,0.996241
228.185,0,0.996723
228.685,0,0.997262
229.185,0,0.997439
229.685,0,0.99734
230.185,0,0.996952
230.685,0,0.997309
231.185,0,0.997429
231.685,0,0.997476
232.185,0,0.997755
232.696,0,0.99753
233.186,0,0.997784
233.686,0,0.998601
234.186,0,0.997986
234.685,0,0.997868
235.186,0,0.997817
235.687,0,0.998247
236.188,0,0.997976
236.687,0,0.997927
237.188,0,0.997883
237.686,0,0.99797
238.185,0,0.998329
238.685,0,0.998784
239.2,0,0.999131
239.685,0,0.998789
240.185,0,0.998837
240.685,0,0.999049
241.185,0,0.998874
241.685,0,0.999335
242.185,0,0.999669
242.686,0,1.00024
243.185,0,1.0004
243.685,0,1
246.978,nan,0
247.571,nan,0
247.777,nan,0
248.241,1,0
248.741,1.01565,0
249.241,1.01099,0
249.741,0.999558,0
250.241,0.983774,0
250.741,0.967588,0
251.25,0.95585,0
251.741,0.947891,0
252.24,0.94153,0
252.743,0.937097,0
253.251,0.933396,0
253.742,0.930381,0
254.241,0.927835,0
254.741,0.925538,0
255.241,0.924266,0
255.741,0.922827,0
256.241,0.921806,0
256.741,0.920874,0
257.241,0.919434,0
257.741,0.918349,0
258.241,0.917741,0
258.741,0.91695,0
259.241,0.916564,0
259.741,0.915952,0
260.242,0.915624,0
260.741,0.914915,0
261.241,0.914119,0
261.741,0.91401,0
262.241,0.914115,0
262.741,0.91378,0
263.241,0.913343,0
263.742,0.913066,0
264.241,0.912579,0
264.742,0.91297,0
265.242,0.912814,0
265.742,0.912385,0
266.241,0.911969,0
266.755,0.911823,0
267.241,0.911944,0
267.742,0.911755,0
268.241,0.911441,0
268.741,0.911357,0
269.241,0.91118,0
269.742,0.911202,0
270.241,0.910847,0
270.742,0.911203,0
271.241,0.911388,0
271.742,0.911057,0
272.241,0.911321,0
272.751,0.911052,0
273.244,0.91117,0
273.741,0.910947,0
274.241,0.910525,0
274.742,0.910803,0
275.241,0.911006,0
275.742,0.910548,0
276.241,0.910748,0
276.742,0.910647,0
277.241,0.910554,0
277.742,0.910469,0
278.241,0.91066,0
278.741,0.910639,0
279.241,0.910385,0
279.743,0.910218,0
280.241,0.910126,0
280.742,0.910095,0
281.241,0.909966,0
281.742,0.910018,0
282.241,0.910422,0
282.742,0.909936,0
283.241,0.909884,0
283.742,0.909931,0
284.241,0.909894,0
284.742,0.90992,0
285.241,0.9096,0
285.751,0.909698,0
286.251,0.909221,0
286.742,0.90932,0
287.241,0.908759,0
287.742,0.908878,0
288.241,0.908877,0
288.742,0.908873,0
289.241,0.909117,0
289.742,0.909238,0
290.241,0.909188,0
290.742,0.909116,0
291.241,0.90905,0
291.741,0.909091,0
292.251,0.908942,0
292.744,0.909175,0
293.253,0.909559,0
293.742,0.909282,0
294.241,0.909723,0
294.742,0.909999,0
295.241,0.91005,0
295.742,0.910051,0
296.241,0.910064,0
296.745,0.910177,0
297.241,0.910012,0
297.742,0.910253,0
298.241,0.910038,0
298.742,0.910288,0
299.241,0.910332,0
299.742,0.910481,0
300.241,0.910715,0
300.742,0.910561,0
301.251,0.910671,0
301.751,0.910687,0
302.251,0.910796,0
302.751,0.91104,0
303.251,0.911262,0
303.751,0.910894,0
304.251,0.91125,0
304.751,0.911239,0
305.261,0.91076,0
305.761,0.910864,0
306.252,0.911185,0
306.751,0.91112,0
307.251,0.911135,0
307.752,0.911396,0
308.251,0.910806,0
308.751,0.910987,0
309.251,0.911209,0
309.751,0.910925,0
310.251,0.910709,0
310.751,0.910893,0
311.251,0.91132,0
311.751,0.911178,0
312.251,0.911014,0
312.752,0.910903,0
313.251,0.910556,0
313.751,0.910745,0
314.251,0.911102,0
314.751,0.910972,0
315.251,0.910833,0
315.751,0.910978,0
316.251,0.910971,0
316.751,0.910823,0
317.251,0.910912,0
317.751,0.911091,0
318.251,0.910869,0
318.761,0.910931,0
319.251,0.910822,0
319.751,0.911013,0
320.251,0.911023,0
320.751,0.910965,0
321.251,0.910698,0
321.754,0.910475,0
322.251,0.909825,0
322.751,0.910394,0
323.251,0.910304,0
323.751,0.910436,0
324.251,0.910265,0
324.751,0.910234,0
325.261,0.90992,0
325.752,0.910362,0
326.251,0.91017,0
326.751,0.910129,0
327.251,0.909997,0
327.751,0.909778,0
328.251,0.910158,0
328.751,0.909981,0
329.251,0.910467,0
329.752,0.910206,0
330.251,0.910096,0
330.751,0.909912,0
331.251,0.909697,0
331.751,0.910117,0
332.252,0.909939,0
332.751,0.910206,0
333.251,0.910343,0
333.751,0.910359,0
334.251,0.910385,0
334.751,0.911113,0
335.251,0.910501,0
335.751,0.910405,0
336.251,0.910471,0
336.751,0.910565,0
337.251,0.910627,0
337.751,0.910628,0
338.261,0.910849,0
338.761,0.910694,0
339.251,0.91045,0
339.751,0.910528,0
340.251,0.910631,0
340.754,0.910749,0
341.251,0.910836,0
341.751,0.910505,0
342.251,0.910355,0
342.751,0.910127,0
343.251,0.910244,0
343.751,0.910544,0
344.251,0.910744,0
344.761,0.910438,0
345.253,0.910666,0
345.751,0.910493,0
346.251,0.910305,0
346.751,0.910629,0
347.251,0.910429,0
347.751,0.910554,0
348.251,0.910594,0
348.751,0.91052,0
349.251,0.910855,0
349.751,0.911036,0
350.251,0.91086,0
350.751,0.910669,0
351.251,0.910733,0
351.753,0.910181,0
352.251,0.910541,0
352.751,0.910521,0
353.251,0.910579,0
353.751,0.910681,0
354.251,0.910334,0
354.751,0.910411,0
355.251,0.910317,0
355.751,0.910468,0
356.251,0.910534,0
356.751,0.910389,0
357.251,0.910703,0
357.751,0.910667,0
358.253,0.910777,0
358.751,0.91033,0
359.251,0.910392,0
359.751,0.910628,0
360.251,0.910736,0
360.751,0.91075,0
361.251,0.910589,0
361.751,0.910557,0
362.251,0.910415,0
362.751,0.910531,0
363.251,0.910517,0
363.751,0.910421,0
364.251,0.910125,0
364.752,0.90983,0
365.262,0.909925,0
365.751,0.910321,0
366.251,0.910106,0
366.751,0.90988,0
370.911,0,0.907426
371.488,0,0.907279
371.668,0,0.907715
372.158,0,0.907208
372.658,0,0.907826
373.158,0,0.907912
373.658,0,0.908254
374.157,0,0.908194
374.668,0,0.90857
375.158,0,0.909619
375.658,0,0.910206
376.158,0,0.91034
376.659,0,0.910011
377.158,0,0.909661
377.658,0,0.910126
378.158,0,0.91069
378.659,0,0.911996
379.158,0,0.912848
379.658,0,0.913429
380.158,0,0.914036
380.658,0,0.914881
381.168,0,0.915925
381.658,0,0.916617
382.158,0,0.917373
382.658,0,0.917705
383.158,0,0.918565
383.658,0,0.919636
384.159,0,0.920633
384.658,0,0.921795
385.158,0,0.922656
385.658,0,0.9234
386.162,0,0.925293
386.658,0,0.925742
387.162,0,0.926864
387.658,0,0.927579
388.163,0,0.928668
388.669,0,0.929554
389.158,0,0.930348
389.658,0,0.930944
390.158,0,0.931676
390.658,0,0.932674
391.158,0,0.933478
391.658,0,0.93446
392.158,0,0.93534
392.658,0,0.935962
393.158,0,0.936615
393.658,0,0.93756
394.158,0,0.937986
394.658,0,0.938923
395.158,0,0.939707
395.658,0,0.940383
396.158,0,0.941083
396.658,0,0.94136
397.158,0,0.94221
397.658,0,0.943246
398.158,0,0.943909
398.658,0,0.944556
399.158,0,0.944723
399.658,0,0.945389
400.158,0,0.946324
400.658,0,0.946485
401.158,0,0.947272
401.669,0,0.947848
402.158,0,0.948533
402.658,0,0.948878
403.158,0,0.949715
403.658,0,0.950257
404.158,0,0.950423
404.658,0,0.95123
405.158,0,0.95208
405.658,0,0.952509
406.158,0,0.95307
406.658,0,0.953664
407.158,0,0.954214
407.658,0,0.954301
408.169,0,0.955179
408.658,0,0.955889
409.158,0,0.95607
409.658,0,0.956832
410.158,0,0.957189
410.658,0,0.957512
411.158,0,0.95794
411.658,0,0.958579
412.158,0,0.959118
412.658,0,0.959195
413.158,0,0.959734
413.668,0,0.959875
414.168,0,0.960808
414.669,0,0.961164
415.158,0,0.96208
415.658,0,0.962517
416.158,0,0.962796
416.658,0,0.963077
417.158,0,0.963065
417.658,0,0.963041
418.158,0,0.963577
418.658,0,0.964333
419.159,0,0.964515
419.658,0,0.964645
420.158,0,0.965276
420.658,0,0.965792
421.173,0,0.965547
421.658,0,0.965762
422.162,0,0.966128
422.658,0,0.966984
423.158,0,0.967224
423.658,0,0.967236
424.158,0,0.967825
424.658,0,0.968037
425.158,0,0.968759
425.658,0,0.969174
426.158,0,0.969855
426.658,0,0.970944
427.158,0,0.971067
427.659,0,0.971622
428.158,0,0.971817
428.658,0,0.97191
429.158,0,0.972101
429.658,0,0.972635
430.158,0,0.973252
430.658,0,0.974134
431.158,0,0.973999
431.658,0,0.974354
432.158,0,0.974644
432.658,0,0.974641
433.158,0,0.974877
433.658,0,0.975294
434.159,0,0.975199
434.658,0,0.975232
435.158,0,0.97597
435.658,0,0.976386
436.158,0,0.976487
436.658,0,0.976915
437.158,0,0.97657
437.658,0,0.977212
438.158,0,0.97751
438.658,0,0.977559
439.158,0,0.977702
439.658,0,0.977719
440.168,0,0.977733
440.67,0,0.978219
441.158,0,0.978725
441.658,0,0.97949
442.158,0,0.979565
442.659,0,0.979981
443.159,0,0.979996
443.658,0,0.98027
444.158,0,0.980619
444.658,0,0.980729
445.158,0,0.981008
445.658,0,0.980937
446.158,0,0.981089
446.668,0,0.981895
447.16,0,0.981991
447.659,0,0.982208
448.158,0,0.982948
448.658,0,0.982804
449.158,0,0.982999
449.659,0,0.982644
450.158,0,0.983077
450.659,0,0.983267
451.158,0,0.98341
451.658,0,0.983481
452.158,0,0.983737
452.658,0,0.984176
453.158,0,0.984166
453.669,0,0.984835
454.158,0,0.984817
454.658,0,0.985168
455.162,0,0.985107
455.658,0,0.985894
456.162,0,0.98616
456.658,0,0.986155
457.158,0,0.986737
457.658,0,0.986726
458.158,0,0.986456
458.658,0,0.987081
459.158,0,0.987348
459.668,0,0.987438
460.158,0,0.987016
460.658,0,0.986571
461.158,0,0.987682
461.658,0,0.98807
462.158,0,0.988046
462.658,0,0.988273
463.158,0,0.988571
463.658,0,0.988622
464.158,0,0.988796
464.658,0,0.988984
465.158,0,0.988833
465.658,0,0.989282
466.168,0,0.989375
466.669,0,0.989728
467.169,0,0.989907
467.658,0,0.989742
468.158,0,0.989965
468.658,0,0.989995
469.158,0,0.990379
469.658,0,0.990314
470.158,0,0.990721
470.658,0,0.990651
471.158,0,0.990983
471.658,0,0.990994
472.158,0,0.991111
472.658,0,0.991499
473.158,0,0.99152
473.658,0,0.991989
474.158,0,0.991714
474.658,0,0.992499
475.158,0,0.992868
475.658,0,0.992974
476.158,0,0.993153
476.658,0,0.99311
477.158,0,0.993056
477.658,0,0.993609
478.158,0,0.993653
478.658,0,0.994235
479.158,0,0.994172
479.658,0,0.994015
480.158,0,0.994191
480.658,0,0.993942
481.158,0,0.994616
481.658,0,0.994998
482.158,0,0.994961
482.658,0,0.995335
483.158,0,0.995407
483.658,0,0.995373
484.158,0,0.995134
484.658,0,0.995613
485.168,0,0.995884
485.658,0,0.995742
486.159,0,0.9962
486.658,0,0.99612
487.158,0,0.996447
487.658,0,0.996418
488.158,0,0.996977
488.658,0,0.996877
489.162,0,0.99693
489.658,0,0.997341
490.162,0,0.997659
490.658,0,0.997146
494.693,nan,0
495.291,nan,0
495.464,nan,0
495.954,1.01638,0
496.456,1.01387,0
496.965,1.0067,0
497.454,0.993487,0
497.954,0.977128,0
498.454,0.962388,0
498.954,0.952073,0
499.454,0.94434,0
499.954,0.938961,0
